date,year,month,quarter,season,region,country,temperature,rainfall,humidity,co2,sea_level
1972-08-01,1972,8,3,Summer,Australia-Pacific,Australia,16.13,33.81,52.16,330.89,31.32
1972-09-01,1972,9,3,Autumn,Australia-Pacific,Australia,17.61,25.26,51.32,331.19,33.31
1972-10-01,1972,10,4,Autumn,Australia-Pacific,Australia,19.93,50.47,54.2,331.8,33.72
1972-11-01,1972,11,4,Autumn,Australia-Pacific,Australia,23.58,39.55,58.07,331.21,35.58
1972-12-01,1972,12,4,Winter,Australia-Pacific,Australia,26.88,45.93,58.07,331.43,34.37
1973-01-01,1973,1,1,Winter,Australia-Pacific,Australia,25.8,53.9,52.08,332.31,31.98
1973-02-01,1973,2,1,Winter,Australia-Pacific,Australia,25.61,45.55,57.18,332.57,35.01
1973-03-01,1973,3,1,Spring,Australia-Pacific,Australia,23.77,45.77,53.76,332.86,33.17
1973-04-01,1973,4,2,Spring,Australia-Pacific,Australia,22.1,21.43,58.56,332.33,31.76
1973-05-01,1973,5,2,Spring,Australia-Pacific,Australia,18.39,17.92,52.59,333.15,32.57
1973-06-01,1973,6,2,Summer,Australia-Pacific,Australia,15.44,33.32,49.43,332.88,33.24
1973-07-01,1973,7,3,Summer,Australia-Pacific,Australia,16.03,40.35,58.09,332.05,31.2
1973-08-01,1973,8,3,Summer,Australia-Pacific,Australia,15.54,58.28,50.69,333.02,32.9
1973-09-01,1973,9,3,Autumn,Australia-Pacific,Australia,17.79,31.74,53.37,332.87,36.94
1973-10-01,1973,10,4,Autumn,Australia-Pacific,Australia,20.3,22.19,49.01,331.64,33.68
1973-11-01,1973,11,4,Autumn,Australia-Pacific,Australia,23.53,32.26,48.68,332.54,32.6
1973-12-01,1973,12,4,Winter,Australia-Pacific,Australia,25.53,49.91,56.24,332.32,33.03
1974-01-01,1974,1,1,Winter,Australia-Pacific,Australia,24.72,57.94,55.44,333.83,41.74
1974-02-01,1974,2,1,Winter,Australia-Pacific,Australia,25.83,52.25,57.5,334.75,36.76
1974-03-01,1974,3,1,Spring,Australia-Pacific,Australia,22.32,49.84,50.6,333.13,41.09
1974-04-01,1974,4,2,Spring,Australia-Pacific,Australia,22.95,25.86,50.51,333.96,33.34
1974-05-01,1974,5,2,Spring,Australia-Pacific,Australia,19.15,23.51,53.0,333.34,38.48
1974-06-01,1974,6,2,Summer,Australia-Pacific,Australia,18.01,28.13,54.82,334.15,36.01
1974-07-01,1974,7,3,Summer,Australia-Pacific,Australia,17.54,12.26,59.3,333.85,32.64
1974-08-01,1974,8,3,Summer,Australia-Pacific,Australia,18.58,55.96,53.96,334.08,34.59
1974-09-01,1974,9,3,Autumn,Australia-Pacific,Australia,18.38,18.82,48.6,334.64,35.88
1974-10-01,1974,10,4,Autumn,Australia-Pacific,Australia,20.8,29.17,55.95,333.3,33.68
1974-11-01,1974,11,4,Autumn,Australia-Pacific,Australia,22.66,59.48,46.74,333.43,29.86
1974-12-01,1974,12,4,Winter,Australia-Pacific,Australia,25.04,48.85,59.89,333.81,34.77
1975-01-01,1975,1,1,Winter,Australia-Pacific,Australia,26.37,53.52,67.05,335.01,38.74
1975-02-01,1975,2,1,Winter,Australia-Pacific,Australia,26.34,47.03,55.83,335.05,38.32
1975-03-01,1975,3,1,Spring,Australia-Pacific,Australia,24.08,43.42,49.22,336.0,39.26
1975-04-01,1975,4,2,Spring,Australia-Pacific,Australia,20.66,31.27,47.15,335.55,37.43
1975-05-01,1975,5,2,Spring,Australia-Pacific,Australia,19.27,22.02,53.42,335.56,40.67
1975-06-01,1975,6,2,Summer,Australia-Pacific,Australia,17.75,11.79,54.07,335.35,35.3
1975-07-01,1975,7,3,Summer,Australia-Pacific,Australia,15.02,12.53,62.5,334.77,37.64
1975-08-01,1975,8,3,Summer,Australia-Pacific,Australia,16.79,27.52,53.4,335.57,37.61
1975-09-01,1975,9,3,Autumn,Australia-Pacific,Australia,18.16,32.08,48.61,335.44,35.46
1975-10-01,1975,10,4,Autumn,Australia-Pacific,Australia,20.31,44.02,52.96,335.11,41.0
1975-11-01,1975,11,4,Autumn,Australia-Pacific,Australia,22.84,50.61,59.75,335.72,44.03
1975-12-01,1975,12,4,Winter,Australia-Pacific,Australia,25.24,44.24,59.09,335.63,35.13
1976-01-01,1976,1,1,Winter,Australia-Pacific,Australia,26.53,89.28,55.52,336.97,43.73
1976-02-01,1976,2,1,Winter,Australia-Pacific,Australia,27.61,56.78,61.27,336.28,39.07
1976-03-01,1976,3,1,Spring,Australia-Pacific,Australia,23.68,23.7,46.98,336.77,40.35
1976-04-01,1976,4,2,Spring,Australia-Pacific,Australia,21.08,53.6,49.45,336.7,37.75
1976-05-01,1976,5,2,Spring,Australia-Pacific,Australia,19.36,41.65,58.79,336.88,40.74
1976-06-01,1976,6,2,Summer,Australia-Pacific,Australia,16.18,42.07,49.7,336.56,37.95
1976-07-01,1976,7,3,Summer,Australia-Pacific,Australia,16.54,21.52,54.21,337.25,35.11
1976-08-01,1976,8,3,Summer,Australia-Pacific,Australia,16.92,16.66,58.37,336.31,39.12
1976-09-01,1976,9,3,Autumn,Australia-Pacific,Australia,17.65,46.09,55.36,336.66,41.49
1976-10-01,1976,10,4,Autumn,Australia-Pacific,Australia,19.85,31.3,55.85,335.9,34.04
1976-11-01,1976,11,4,Autumn,Australia-Pacific,Australia,22.97,32.11,53.28,336.81,41.25
1976-12-01,1976,12,4,Winter,Australia-Pacific,Australia,27.09,53.74,55.77,336.59,39.96
1977-01-01,1977,1,1,Winter,Australia-Pacific,Australia,26.48,68.97,59.59,338.16,45.03
1977-02-01,1977,2,1,Winter,Australia-Pacific,Australia,25.77,47.06,52.76,337.91,37.25
1977-03-01,1977,3,1,Spring,Australia-Pacific,Australia,23.57,32.06,56.72,338.09,35.19
1977-04-01,1977,4,2,Spring,Australia-Pacific,Australia,21.39,56.72,58.15,338.13,38.51
1977-05-01,1977,5,2,Spring,Australia-Pacific,Australia,19.51,31.34,51.02,337.75,39.09
1977-06-01,1977,6,2,Summer,Australia-Pacific,Australia,16.03,14.23,54.0,337.61,39.6
1977-07-01,1977,7,3,Summer,Australia-Pacific,Australia,15.08,36.1,65.4,338.36,43.89
1977-08-01,1977,8,3,Summer,Australia-Pacific,Australia,17.4,32.26,55.43,337.58,42.57
1977-09-01,1977,9,3,Autumn,Australia-Pacific,Australia,19.13,26.24,57.63,337.67,38.61
1977-10-01,1977,10,4,Autumn,Australia-Pacific,Australia,21.38,43.14,53.84,337.81,41.02
1977-11-01,1977,11,4,Autumn,Australia-Pacific,Australia,22.22,36.4,48.67,337.95,43.77
1977-12-01,1977,12,4,Winter,Australia-Pacific,Australia,26.11,48.19,51.47,337.65,46.5
1978-01-01,1978,1,1,Winter,Australia-Pacific,Australia,26.24,60.78,44.44,338.83,41.87
1978-02-01,1978,2,1,Winter,Australia-Pacific,Australia,25.39,55.52,55.6,339.54,36.39
1978-03-01,1978,3,1,Spring,Australia-Pacific,Australia,23.21,43.86,51.76,339.18,42.33
1978-04-01,1978,4,2,Spring,Australia-Pacific,Australia,21.33,38.19,57.72,339.33,44.16
1978-05-01,1978,5,2,Spring,Australia-Pacific,Australia,17.68,24.82,59.46,338.95,39.0
1978-06-01,1978,6,2,Summer,Australia-Pacific,Australia,17.07,29.05,52.33,340.04,42.86
1978-07-01,1978,7,3,Summer,Australia-Pacific,Australia,15.62,10.59,57.03,338.93,48.46
1978-08-01,1978,8,3,Summer,Australia-Pacific,Australia,17.27,35.63,56.24,339.75,34.81
1978-09-01,1978,9,3,Autumn,Australia-Pacific,Australia,17.76,43.29,62.5,338.81,36.54
1978-10-01,1978,10,4,Autumn,Australia-Pacific,Australia,20.94,43.78,55.74,339.28,36.44
1978-11-01,1978,11,4,Autumn,Australia-Pacific,Australia,23.33,42.42,52.26,338.53,43.75
1978-12-01,1978,12,4,Winter,Australia-Pacific,Australia,26.41,44.94,54.07,339.1,40.54
1979-01-01,1979,1,1,Winter,Australia-Pacific,Australia,26.58,64.42,60.37,341.07,42.98
1979-02-01,1979,2,1,Winter,Australia-Pacific,Australia,27.91,71.75,51.71,340.7,37.54
1979-03-01,1979,3,1,Spring,Australia-Pacific,Australia,24.08,64.16,68.91,340.6,44.5
1979-04-01,1979,4,2,Spring,Australia-Pacific,Australia,22.36,58.67,50.09,341.71,42.55
1979-05-01,1979,5,2,Spring,Australia-Pacific,Australia,18.45,27.89,50.95,340.82,38.54
1979-06-01,1979,6,2,Summer,Australia-Pacific,Australia,17.28,36.85,62.41,340.92,47.76
1979-07-01,1979,7,3,Summer,Australia-Pacific,Australia,15.86,31.51,43.85,340.6,44.66
1979-08-01,1979,8,3,Summer,Australia-Pacific,Australia,17.32,11.23,53.05,340.55,42.21
1979-09-01,1979,9,3,Autumn,Australia-Pacific,Australia,19.22,29.02,55.5,340.45,46.69
1979-10-01,1979,10,4,Autumn,Australia-Pacific,Australia,21.69,34.72,69.25,340.34,46.52
1979-11-01,1979,11,4,Autumn,Australia-Pacific,Australia,22.91,53.85,58.48,340.25,43.11
1979-12-01,1979,12,4,Winter,Australia-Pacific,Australia,27.18,44.68,57.01,340.78,43.37
1980-01-01,1980,1,1,Winter,Australia-Pacific,Australia,24.92,68.03,55.06,342.44,45.7
1980-02-01,1980,2,1,Winter,Australia-Pacific,Australia,25.84,58.28,50.06,342.62,43.87
1980-03-01,1980,3,1,Spring,Australia-Pacific,Australia,23.8,59.86,56.24,341.91,46.24
1980-04-01,1980,4,2,Spring,Australia-Pacific,Australia,22.39,34.64,59.61,341.49,45.79
1980-05-01,1980,5,2,Spring,Australia-Pacific,Australia,19.94,38.65,43.79,341.95,41.36
1980-06-01,1980,6,2,Summer,Australia-Pacific,Australia,18.15,24.76,60.87,341.51,46.17
1980-07-01,1980,7,3,Summer,Australia-Pacific,Australia,16.34,58.79,60.89,342.45,51.08
1980-08-01,1980,8,3,Summer,Australia-Pacific,Australia,17.19,28.11,53.93,342.13,36.69
1980-09-01,1980,9,3,Autumn,Australia-Pacific,Australia,18.7,34.11,54.22,341.39,44.55
1980-10-01,1980,10,4,Autumn,Australia-Pacific,Australia,19.69,58.65,53.71,341.17,44.38
1980-11-01,1980,11,4,Autumn,Australia-Pacific,Australia,24.31,47.02,50.43,341.73,44.14
1980-12-01,1980,12,4,Winter,Australia-Pacific,Australia,25.46,39.51,54.66,341.47,47.85
1981-01-01,1981,1,1,Winter,Australia-Pacific,Australia,27.04,46.91,51.42,343.18,46.41
1981-02-01,1981,2,1,Winter,Australia-Pacific,Australia,26.0,59.35,57.2,343.97,46.68
1981-03-01,1981,3,1,Spring,Australia-Pacific,Australia,23.11,26.41,63.18,343.55,47.12
1981-04-01,1981,4,2,Spring,Australia-Pacific,Australia,22.28,37.85,57.17,343.2,49.67
1981-05-01,1981,5,2,Spring,Australia-Pacific,Australia,18.97,21.07,46.55,343.25,50.3
1981-06-01,1981,6,2,Summer,Australia-Pacific,Australia,16.87,13.33,56.42,343.09,51.14
1981-07-01,1981,7,3,Summer,Australia-Pacific,Australia,17.16,12.32,54.13,343.05,43.02
1981-08-01,1981,8,3,Summer,Australia-Pacific,Australia,16.95,38.7,54.59,343.14,39.88
1981-09-01,1981,9,3,Autumn,Australia-Pacific,Australia,18.22,37.87,48.29,343.86,44.75
1981-10-01,1981,10,4,Autumn,Australia-Pacific,Australia,21.01,33.64,49.12,343.53,44.71
1981-11-01,1981,11,4,Autumn,Australia-Pacific,Australia,23.04,17.56,61.51,343.35,49.82
1981-12-01,1981,12,4,Winter,Australia-Pacific,Australia,26.28,66.78,52.18,342.8,48.79
1982-01-01,1982,1,1,Winter,Australia-Pacific,Australia,26.36,53.09,58.71,344.82,49.92
1982-02-01,1982,2,1,Winter,Australia-Pacific,Australia,25.06,65.34,54.98,345.13,50.9
1982-03-01,1982,3,1,Spring,Australia-Pacific,Australia,24.62,43.71,58.55,345.14,49.82
1982-04-01,1982,4,2,Spring,Australia-Pacific,Australia,22.11,44.26,52.37,345.31,42.95
1982-05-01,1982,5,2,Spring,Australia-Pacific,Australia,19.41,26.79,51.8,344.82,44.62
1982-06-01,1982,6,2,Summer,Australia-Pacific,Australia,18.84,13.57,50.24,344.28,48.6
1982-07-01,1982,7,3,Summer,Australia-Pacific,Australia,17.13,33.1,62.36,344.37,49.98
1982-08-01,1982,8,3,Summer,Australia-Pacific,Australia,16.79,31.9,60.54,344.02,53.97
1982-09-01,1982,9,3,Autumn,Australia-Pacific,Australia,18.63,12.86,51.54,344.74,45.92
1982-10-01,1982,10,4,Autumn,Australia-Pacific,Australia,19.35,39.37,51.39,344.96,44.79
1982-11-01,1982,11,4,Autumn,Australia-Pacific,Australia,25.38,50.96,55.98,344.95,42.54
1982-12-01,1982,12,4,Winter,Australia-Pacific,Australia,25.46,74.68,53.4,344.67,46.6
1983-01-01,1983,1,1,Winter,Australia-Pacific,Australia,27.38,55.65,48.74,347.08,45.37
1983-02-01,1983,2,1,Winter,Australia-Pacific,Australia,25.78,44.19,51.49,345.63,47.88
1983-03-01,1983,3,1,Spring,Australia-Pacific,Australia,24.87,22.84,61.3,346.49,51.03
1983-04-01,1983,4,2,Spring,Australia-Pacific,Australia,22.07,39.22,62.12,345.35,51.68
1983-05-01,1983,5,2,Spring,Australia-Pacific,Australia,18.84,41.12,51.93,346.33,44.85
1983-06-01,1983,6,2,Summer,Australia-Pacific,Australia,15.98,27.93,62.18,346.26,51.09
1983-07-01,1983,7,3,Summer,Australia-Pacific,Australia,17.04,22.38,58.05,345.82,48.56
1983-08-01,1983,8,3,Summer,Australia-Pacific,Australia,16.89,22.89,54.67,345.95,47.38
1983-09-01,1983,9,3,Autumn,Australia-Pacific,Australia,18.65,33.31,49.5,346.22,48.02
1983-10-01,1983,10,4,Autumn,Australia-Pacific,Australia,21.05,30.5,60.25,346.43,46.35
1983-11-01,1983,11,4,Autumn,Australia-Pacific,Australia,24.09,61.85,50.26,345.7,51.71
1983-12-01,1983,12,4,Winter,Australia-Pacific,Australia,24.87,44.94,49.93,346.35,47.42
1984-01-01,1984,1,1,Winter,Australia-Pacific,Australia,26.09,49.74,60.74,347.06,46.78
1984-02-01,1984,2,1,Winter,Australia-Pacific,Australia,24.78,62.12,58.83,347.9,47.22
1984-03-01,1984,3,1,Spring,Australia-Pacific,Australia,23.98,73.4,53.49,347.17,50.94
1984-04-01,1984,4,2,Spring,Australia-Pacific,Australia,22.4,42.0,51.93,347.17,50.11
1984-05-01,1984,5,2,Spring,Australia-Pacific,Australia,18.87,17.05,64.04,347.24,49.95
1984-06-01,1984,6,2,Summer,Australia-Pacific,Australia,17.03,28.31,57.17,347.21,54.42
1984-07-01,1984,7,3,Summer,Australia-Pacific,Australia,16.86,24.77,51.67,347.83,50.51
1984-08-01,1984,8,3,Summer,Australia-Pacific,Australia,16.12,41.2,51.37,347.75,43.46
1984-09-01,1984,9,3,Autumn,Australia-Pacific,Australia,18.5,45.07,55.03,347.64,48.29
1984-10-01,1984,10,4,Autumn,Australia-Pacific,Australia,21.19,38.29,56.22,348.22,54.91
1984-11-01,1984,11,4,Autumn,Australia-Pacific,Australia,24.31,54.41,50.45,347.21,46.4
1984-12-01,1984,12,4,Winter,Australia-Pacific,Australia,24.92,43.63,54.85,346.91,50.88
1985-01-01,1985,1,1,Winter,Australia-Pacific,Australia,26.2,45.17,62.63,348.22,55.85
1985-02-01,1985,2,1,Winter,Australia-Pacific,Australia,24.2,52.33,49.01,348.49,57.93
1985-03-01,1985,3,1,Spring,Australia-Pacific,Australia,23.91,32.02,57.44,348.61,52.95
1985-04-01,1985,4,2,Spring,Australia-Pacific,Australia,21.33,25.83,51.06,349.07,51.82
1985-05-01,1985,5,2,Spring,Australia-Pacific,Australia,18.65,33.4,55.4,348.98,51.05
1985-06-01,1985,6,2,Summer,Australia-Pacific,Australia,17.23,34.2,49.95,349.1,52.55
1985-07-01,1985,7,3,Summer,Australia-Pacific,Australia,15.6,13.98,54.5,348.53,54.76
1985-08-01,1985,8,3,Summer,Australia-Pacific,Australia,16.86,32.81,50.76,348.74,56.45
1985-09-01,1985,9,3,Autumn,Australia-Pacific,Australia,18.68,25.0,50.68,348.74,56.73
1985-10-01,1985,10,4,Autumn,Australia-Pacific,Australia,19.92,37.66,46.43,348.59,53.29
1985-11-01,1985,11,4,Autumn,Australia-Pacific,Australia,22.55,39.77,56.45,348.8,53.52
1985-12-01,1985,12,4,Winter,Australia-Pacific,Australia,25.16,57.41,52.0,349.04,45.57
1986-01-01,1986,1,1,Winter,Australia-Pacific,Australia,26.12,59.67,61.75,350.13,54.56
1986-02-01,1986,2,1,Winter,Australia-Pacific,Australia,26.19,68.79,53.09,349.54,49.22
1986-03-01,1986,3,1,Spring,Australia-Pacific,Australia,24.69,47.63,53.72,349.87,54.54
1986-04-01,1986,4,2,Spring,Australia-Pacific,Australia,22.2,41.66,49.46,349.39,51.26
1986-05-01,1986,5,2,Spring,Australia-Pacific,Australia,18.45,14.95,62.85,349.19,55.41
1986-06-01,1986,6,2,Summer,Australia-Pacific,Australia,17.99,40.9,56.39,350.63,59.35
1986-07-01,1986,7,3,Summer,Australia-Pacific,Australia,16.22,32.28,61.38,349.76,53.27
1986-08-01,1986,8,3,Summer,Australia-Pacific,Australia,16.63,34.69,45.51,350.67,55.6
1986-09-01,1986,9,3,Autumn,Australia-Pacific,Australia,19.26,3.61,49.8,350.7,53.47
1986-10-01,1986,10,4,Autumn,Australia-Pacific,Australia,19.67,40.87,58.4,350.31,53.55
1986-11-01,1986,11,4,Autumn,Australia-Pacific,Australia,24.61,36.72,57.7,350.15,53.6
1986-12-01,1986,12,4,Winter,Australia-Pacific,Australia,25.63,49.95,55.16,349.98,56.2
1987-01-01,1987,1,1,Winter,Australia-Pacific,Australia,25.96,77.08,52.1,351.82,58.39
1987-02-01,1987,2,1,Winter,Australia-Pacific,Australia,26.05,54.91,51.36,351.24,56.16
1987-03-01,1987,3,1,Spring,Australia-Pacific,Australia,24.18,59.02,52.73,351.29,50.51
1987-04-01,1987,4,2,Spring,Australia-Pacific,Australia,22.54,42.56,59.89,351.86,57.87
1987-05-01,1987,5,2,Spring,Australia-Pacific,Australia,20.1,38.73,58.82,350.71,52.2
1987-06-01,1987,6,2,Summer,Australia-Pacific,Australia,16.38,44.3,51.09,351.2,55.52
1987-07-01,1987,7,3,Summer,Australia-Pacific,Australia,15.54,31.51,44.35,350.98,56.1
1987-08-01,1987,8,3,Summer,Australia-Pacific,Australia,16.18,44.64,55.23,351.9,56.57
1987-09-01,1987,9,3,Autumn,Australia-Pacific,Australia,18.83,19.69,59.65,351.63,61.75
1987-10-01,1987,10,4,Autumn,Australia-Pacific,Australia,21.61,33.54,56.45,351.62,58.99
1987-11-01,1987,11,4,Autumn,Australia-Pacific,Australia,24.77,43.08,48.92,350.71,52.08
1987-12-01,1987,12,4,Winter,Australia-Pacific,Australia,25.49,71.83,62.6,351.83,59.19
1988-01-01,1988,1,1,Winter,Australia-Pacific,Australia,25.85,40.47,49.97,351.99,53.66
1988-02-01,1988,2,1,Winter,Australia-Pacific,Australia,25.57,55.98,55.68,352.52,58.71
1988-03-01,1988,3,1,Spring,Australia-Pacific,Australia,23.73,45.12,49.45,353.24,57.06
1988-04-01,1988,4,2,Spring,Australia-Pacific,Australia,22.59,21.53,55.87,353.03,50.87
1988-05-01,1988,5,2,Spring,Australia-Pacific,Australia,20.38,16.63,56.05,353.52,59.86
1988-06-01,1988,6,2,Summer,Australia-Pacific,Australia,16.23,27.13,61.17,352.47,55.92
1988-07-01,1988,7,3,Summer,Australia-Pacific,Australia,16.2,33.78,47.32,353.05,55.13
1988-08-01,1988,8,3,Summer,Australia-Pacific,Australia,17.13,26.57,58.0,352.79,61.32
1988-09-01,1988,9,3,Autumn,Australia-Pacific,Australia,19.6,22.04,61.83,352.93,57.51
1988-10-01,1988,10,4,Autumn,Australia-Pacific,Australia,21.64,25.86,48.1,352.81,55.18
1988-11-01,1988,11,4,Autumn,Australia-Pacific,Australia,25.36,35.9,55.2,352.88,60.69
1988-12-01,1988,12,4,Winter,Australia-Pacific,Australia,25.2,34.82,61.97,352.83,59.43
1989-01-01,1989,1,1,Winter,Australia-Pacific,Australia,27.04,70.81,53.11,353.89,52.51
1989-02-01,1989,2,1,Winter,Australia-Pacific,Australia,25.22,54.74,51.49,353.69,58.65
1989-03-01,1989,3,1,Spring,Australia-Pacific,Australia,25.26,44.33,49.34,354.66,56.18
1989-04-01,1989,4,2,Spring,Australia-Pacific,Australia,23.21,32.86,55.52,354.77,54.45
1989-05-01,1989,5,2,Spring,Australia-Pacific,Australia,18.73,27.6,54.3,355.21,55.84
1989-06-01,1989,6,2,Summer,Australia-Pacific,Australia,16.39,18.07,56.16,354.35,56.38
1989-07-01,1989,7,3,Summer,Australia-Pacific,Australia,16.53,50.25,55.18,354.28,64.17
1989-08-01,1989,8,3,Summer,Australia-Pacific,Australia,16.63,20.13,52.65,353.94,53.04
1989-09-01,1989,9,3,Autumn,Australia-Pacific,Australia,18.98,34.09,54.07,354.25,59.27
1989-10-01,1989,10,4,Autumn,Australia-Pacific,Australia,20.04,41.7,57.79,353.51,62.89
1989-11-01,1989,11,4,Autumn,Australia-Pacific,Australia,22.89,31.4,56.01,354.36,60.83
1989-12-01,1989,12,4,Winter,Australia-Pacific,Australia,26.39,47.79,55.54,354.02,59.02
1990-01-01,1990,1,1,Winter,Australia-Pacific,Australia,26.47,52.44,53.26,354.76,62.49
1990-02-01,1990,2,1,Winter,Australia-Pacific,Australia,26.21,26.32,58.97,355.48,57.19
1990-03-01,1990,3,1,Spring,Australia-Pacific,Australia,23.5,36.74,50.34,355.18,65.1
1990-04-01,1990,4,2,Spring,Australia-Pacific,Australia,22.4,60.43,56.13,355.73,57.36
1990-05-01,1990,5,2,Spring,Australia-Pacific,Australia,19.41,30.52,58.1,355.48,61.05
1990-06-01,1990,6,2,Summer,Australia-Pacific,Australia,17.63,25.62,52.97,355.23,63.25
1990-07-01,1990,7,3,Summer,Australia-Pacific,Australia,16.3,30.95,54.22,355.93,54.04
1990-08-01,1990,8,3,Summer,Australia-Pacific,Australia,17.4,14.19,56.95,355.44,55.56
1990-09-01,1990,9,3,Autumn,Australia-Pacific,Australia,19.15,34.19,53.84,355.46,60.48
1990-10-01,1990,10,4,Autumn,Australia-Pacific,Australia,21.93,34.48,60.07,355.49,63.89
1990-11-01,1990,11,4,Autumn,Australia-Pacific,Australia,23.66,37.0,49.51,355.49,57.62
1990-12-01,1990,12,4,Winter,Australia-Pacific,Australia,27.04,43.55,51.55,355.73,63.56
1991-01-01,1991,1,1,Winter,Australia-Pacific,Australia,26.99,71.26,54.6,357.07,67.55
1991-02-01,1991,2,1,Winter,Australia-Pacific,Australia,27.28,62.61,60.53,357.44,57.9
1991-03-01,1991,3,1,Spring,Australia-Pacific,Australia,24.26,63.04,58.6,357.07,66.04
1991-04-01,1991,4,2,Spring,Australia-Pacific,Australia,22.42,45.1,56.87,357.32,63.35
1991-05-01,1991,5,2,Spring,Australia-Pacific,Australia,20.53,48.73,52.74,357.24,65.33
1991-06-01,1991,6,2,Summer,Australia-Pacific,Australia,17.31,13.48,50.46,356.76,60.14
1991-07-01,1991,7,3,Summer,Australia-Pacific,Australia,15.99,39.4,53.62,357.6,58.12
1991-08-01,1991,8,3,Summer,Australia-Pacific,Australia,16.93,30.51,59.05,357.56,59.9
1991-09-01,1991,9,3,Autumn,Australia-Pacific,Australia,19.66,11.23,59.36,356.56,62.85
1991-10-01,1991,10,4,Autumn,Australia-Pacific,Australia,21.91,48.94,46.8,356.92,63.67
1991-11-01,1991,11,4,Autumn,Australia-Pacific,Australia,24.38,48.32,43.99,357.58,65.64
1991-12-01,1991,12,4,Winter,Australia-Pacific,Australia,26.13,56.75,57.52,357.68,62.27
1992-01-01,1992,1,1,Winter,Australia-Pacific,Australia,26.32,63.12,54.94,358.7,57.75
1992-02-01,1992,2,1,Winter,Australia-Pacific,Australia,26.42,68.17,60.1,359.08,62.89
1992-03-01,1992,3,1,Spring,Australia-Pacific,Australia,24.42,59.42,59.34,359.29,61.03
1992-04-01,1992,4,2,Spring,Australia-Pacific,Australia,21.65,31.98,50.28,358.17,64.45
1992-05-01,1992,5,2,Spring,Australia-Pacific,Australia,19.88,34.48,56.77,358.11,61.61
1992-06-01,1992,6,2,Summer,Australia-Pacific,Australia,17.21,29.84,47.7,358.33,61.74
1992-07-01,1992,7,3,Summer,Australia-Pacific,Australia,17.36,30.17,60.11,358.65,63.05
1992-08-01,1992,8,3,Summer,Australia-Pacific,Australia,17.59,27.11,51.88,358.1,61.25
1992-09-01,1992,9,3,Autumn,Australia-Pacific,Australia,19.56,46.75,51.13,358.01,65.83
1992-10-01,1992,10,4,Autumn,Australia-Pacific,Australia,21.14,21.95,39.45,358.31,61.66
1992-11-01,1992,11,4,Autumn,Australia-Pacific,Australia,23.02,53.37,50.94,358.7,70.17
1992-12-01,1992,12,4,Winter,Australia-Pacific,Australia,26.12,52.6,54.54,358.97,64.68
1993-01-01,1993,1,1,Winter,Australia-Pacific,Australia,25.73,53.5,51.66,360.19,70.07
1993-02-01,1993,2,1,Winter,Australia-Pacific,Australia,26.51,53.03,61.22,360.38,59.67
1993-03-01,1993,3,1,Spring,Australia-Pacific,Australia,25.58,43.1,43.72,359.66,67.97
1993-04-01,1993,4,2,Spring,Australia-Pacific,Australia,20.99,52.39,55.41,360.59,63.82
1993-05-01,1993,5,2,Spring,Australia-Pacific,Australia,19.99,35.35,54.81,359.87,65.66
1993-06-01,1993,6,2,Summer,Australia-Pacific,Australia,16.09,40.57,55.98,360.49,56.74
1993-07-01,1993,7,3,Summer,Australia-Pacific,Australia,15.75,20.85,58.37,359.92,72.23
1993-08-01,1993,8,3,Summer,Australia-Pacific,Australia,17.04,16.91,54.07,359.92,61.03
1993-09-01,1993,9,3,Autumn,Australia-Pacific,Australia,19.71,37.74,57.58,360.81,66.05
